coord,weather,base,main,visibility,wind,clouds,dt,sys,timezone,id,name,cod,rain,message,snow
"{'lon': -121.9166, 'lat': 36.6177}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.06, 'feels_like': 281.38, 'temp_min': 284.26, 'temp_max': 286.15, 'pressure': 1023, 'humidity': 54}",10000.0,"{'speed': 3.09, 'deg': 120}",{'all': 1},1610118146.0,"{'type': 1, 'id': 4980, 'country': 'US', 'sunrise': 1610119209, 'sunset': 1610154511}",-28800.0,5380437.0,Pacific Grove,200,,,
"{'lon': 151.2833, 'lat': 59.5833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 252.27, 'feels_like': 246.76, 'temp_min': 252.27, 'temp_max': 252.27, 'pressure': 1001, 'humidity': 80, 'sea_level': 1001, 'grnd_level': 1000}",10000.0,"{'speed': 2.6, 'deg': 23}",{'all': 94},1610118137.0,"{'country': 'RU', 'sunrise': 1610146044, 'sunset': 1610169352}",39600.0,2122574.0,Ola,200,,,
"{'lon': -173.3, 'lat': 64.3833}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 251.2, 'feels_like': 246.28, 'temp_min': 251.2, 'temp_max': 251.2, 'pressure': 1005, 'humidity': 82, 'sea_level': 1005, 'grnd_level': 1005}",10000.0,"{'speed': 1.72, 'deg': 78}",{'all': 10},1610118144.0,"{'country': 'RU', 'sunrise': 1610226923, 'sunset': 1610244317}",43200.0,4031574.0,Provideniya,200,,,
"{'lon': 57.7, 'lat': -20.4081}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 300.15, 'feels_like': 300.15, 'temp_min': 300.15, 'temp_max': 300.15, 'pressure': 1008, 'humidity': 74}",8000.0,"{'speed': 6.69, 'deg': 120}",{'all': 75},1610118200.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1610069808, 'sunset': 1610117672}",14400.0,934322.0,Mahébourg,200,{'1h': 0.2},,
"{'lon': 81.6667, 'lat': 16.45}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 294.69, 'feels_like': 295.66, 'temp_min': 294.69, 'temp_max': 294.69, 'pressure': 1012, 'humidity': 89, 'sea_level': 1012, 'grnd_level': 1011}",10000.0,"{'speed': 3.65, 'deg': 99}",{'all': 73},1610118200.0,"{'country': 'IN', 'sunrise': 1610067825, 'sunset': 1610108148}",19800.0,1261852.0,Narasapuram,200,,,
"{'lon': 57.7625, 'lat': -20.2078}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10n'}]",stations,"{'temp': 299.68, 'feels_like': 299.44, 'temp_min': 299.26, 'temp_max': 300.15, 'pressure': 1008, 'humidity': 74}",8000.0,"{'speed': 6.69, 'deg': 120}",{'all': 75},1610118139.0,"{'type': 1, 'id': 2061, 'country': 'MU', 'sunrise': 1610069816, 'sunset': 1610117634}",14400.0,1106643.0,Quatre Cocos,200,{'1h': 0.15},,
"{'lon': -35.4608, 'lat': -5.1989}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 304.15, 'feels_like': 302.96, 'temp_min': 304.15, 'temp_max': 304.15, 'pressure': 1013, 'humidity': 58}",10000.0,"{'speed': 8.23, 'deg': 150}",{'all': 40},1610118155.0,"{'type': 1, 'id': 8452, 'country': 'BR', 'sunrise': 1610093778, 'sunset': 1610138432}",-10800.0,3386213.0,Touros,200,,,
"{'lon': 123.3425, 'lat': 13.3068}","[{'id': 501, 'main': 'Rain', 'description': 'moderate rain', 'icon': '10n'}]",stations,"{'temp': 297.08, 'feels_like': 300.35, 'temp_min': 297.08, 'temp_max': 297.08, 'pressure': 1010, 'humidity': 93, 'sea_level': 1010, 'grnd_level': 1009}",4430.0,"{'speed': 2.6, 'deg': 13}",{'all': 100},1610118201.0,"{'country': 'PH', 'sunrise': 1610057492, 'sunset': 1610098470}",28800.0,1722803.0,Buluang,200,{'1h': 2.897999999999999},,
"{'lon': -60.7, 'lat': -31.6333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 308.51, 'feels_like': 305.46, 'temp_min': 307.59, 'temp_max': 309.82, 'pressure': 1007, 'humidity': 10}",10000.0,"{'speed': 1.34, 'deg': 322, 'gust': 4.02}",{'all': 0},1610118139.0,"{'type': 3, 'id': 2008823, 'country': 'AR', 'sunrise': 1610096810, 'sunset': 1610147518}",-10800.0,3836277.0,Santa Fe,200,,,
"{'lon': 85.3333, 'lat': 27.6667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 284.15, 'feels_like': 282.62, 'temp_min': 284.15, 'temp_max': 284.15, 'pressure': 1017, 'humidity': 82}",6000.0,"{'speed': 1.54, 'deg': 90}",{'all': 20},1610118201.0,"{'type': 1, 'id': 9201, 'country': 'NP', 'sunrise': 1610068229, 'sunset': 1610105983}",20700.0,1282931.0,Patan,200,,,
"{'lon': 4.7077, 'lat': 12.7525}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 310.8, 'feels_like': 303.76, 'temp_min': 310.8, 'temp_max': 310.8, 'pressure': 1007, 'humidity': 8, 'sea_level': 1007, 'grnd_level': 979}",10000.0,"{'speed': 6.79, 'deg': 88}",{'all': 63},1610118201.0,"{'country': 'NG', 'sunrise': 1610085913, 'sunset': 1610127010}",3600.0,2349431.0,Sabla,200,,,
"{'lon': 10, 'lat': 6.0167}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 303.62, 'feels_like': 300.52, 'temp_min': 303.62, 'temp_max': 303.62, 'pressure': 1006, 'humidity': 17, 'sea_level': 1006, 'grnd_level': 878}",10000.0,"{'speed': 2.19, 'deg': 349}",{'all': 20},1610118201.0,"{'country': 'CM', 'sunrise': 1610083967, 'sunset': 1610126416}",3600.0,2227853.0,Mbengwi,200,,,
"{'lon': 141.9667, 'lat': -38.2667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 286.1, 'feels_like': 284.35, 'temp_min': 286.1, 'temp_max': 286.1, 'pressure': 1022, 'humidity': 87, 'sea_level': 1022, 'grnd_level': 1021}",10000.0,"{'speed': 2.89, 'deg': 92}",{'all': 0},1610118157.0,"{'country': 'AU', 'sunrise': 1610133555, 'sunset': 1610186315}",39600.0,2171099.0,Codrington,200,,,
"{'lon': 37.2685, 'lat': 25.0213}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 299.31, 'feels_like': 298.39, 'temp_min': 299.31, 'temp_max': 299.31, 'pressure': 1012, 'humidity': 53, 'sea_level': 1012, 'grnd_level': 1012}",10000.0,"{'speed': 4.05, 'deg': 278}",{'all': 0},1610118002.0,"{'country': 'SA', 'sunrise': 1610079442, 'sunset': 1610117848}",10800.0,100926.0,Umluj,200,,,
,,,,,,,,,,,,404,,city not found,
"{'lon': -82.5271, 'lat': 33.194}","[{'id': 300, 'main': 'Drizzle', 'description': 'light intensity drizzle', 'icon': '09d'}, {'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 278.49, 'feels_like': 276.12, 'temp_min': 278.15, 'temp_max': 279.15, 'pressure': 1013, 'humidity': 92}",2012.0,"{'speed': 1.54, 'deg': 350}",{'all': 90},1610118149.0,"{'type': 1, 'id': 2827, 'country': 'US', 'sunrise': 1610109251, 'sunset': 1610145557}",-18000.0,4231997.0,Avera,200,,,
"{'lon': 179.3167, 'lat': 63.05}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 245.88, 'feels_like': 240.73, 'temp_min': 245.88, 'temp_max': 245.88, 'pressure': 1006, 'humidity': 86, 'sea_level': 1006, 'grnd_level': 1003}",10000.0,"{'speed': 1.9, 'deg': 334}",{'all': 9},1610118155.0,"{'country': 'RU', 'sunrise': 1610141364, 'sunset': 1610160573}",43200.0,2126710.0,Beringovskiy,200,,,
"{'lon': 166.4372, 'lat': 68.0546}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 246.79, 'feels_like': 242.47, 'temp_min': 246.79, 'temp_max': 246.79, 'pressure': 1006, 'humidity': 86, 'sea_level': 1006, 'grnd_level': 967}",4583.0,"{'speed': 0.74, 'deg': 71}",{'all': 91},1610118202.0,"{'country': 'RU', 'sunrise': 1610150563, 'sunset': 1610157558}",43200.0,2126682.0,Bilibino,200,,,
"{'lon': 73.5667, 'lat': 2.9167}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.43, 'feels_like': 304.63, 'temp_min': 301.43, 'temp_max': 301.43, 'pressure': 1008, 'humidity': 73, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 2.89, 'deg': 341}",{'all': 100},1610118202.0,"{'country': 'MV', 'sunrise': 1610068402, 'sunset': 1610111460}",18000.0,1337617.0,Muli,200,,,
"{'lon': -65.7125, 'lat': 66.1451}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 249.15, 'feels_like': 244.27, 'temp_min': 249.15, 'temp_max': 249.15, 'pressure': 1030, 'humidity': 70}",10000.0,"{'speed': 1.54, 'deg': 90}",{'all': 75},1610118139.0,"{'type': 1, 'id': 968, 'country': 'CA', 'sunrise': 1610116666, 'sunset': 1610130069}",-18000.0,6096551.0,Pangnirtung,200,,,
"{'lon': 11.8578, 'lat': -4.7561}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,"{'temp': 303.15, 'feels_like': 306.03, 'temp_min': 303.15, 'temp_max': 303.15, 'pressure': 1009, 'humidity': 70}",10000.0,"{'speed': 4.12, 'deg': 230}",{'all': 20},1610118202.0,"{'type': 1, 'id': 2025, 'country': 'CG', 'sunrise': 1610082462, 'sunset': 1610127029}",3600.0,2258378.0,Loandjili,200,,,
"{'lon': -56.1549, 'lat': 72.7868}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 257.38, 'feels_like': 251.22, 'temp_min': 257.38, 'temp_max': 257.38, 'pressure': 1036, 'humidity': 83, 'sea_level': 1036, 'grnd_level': 1036}",10000.0,"{'speed': 3.79, 'deg': 109}",{'all': 100},1610118141.0,"{'country': 'GL', 'sunrise': 0, 'sunset': 0}",-10800.0,3418910.0,Upernavik,200,,,
"{'lon': 72.9667, 'lat': 3.7833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301.37, 'feels_like': 305.07, 'temp_min': 301.37, 'temp_max': 301.37, 'pressure': 1008, 'humidity': 76, 'sea_level': 1008, 'grnd_level': 1008}",10000.0,"{'speed': 2.67, 'deg': 310}",{'all': 100},1610118121.0,"{'country': 'MV', 'sunrise': 1610068631, 'sunset': 1610111519}",18000.0,1337605.0,Mahibadhoo,200,,,
"{'lon': -50.0119, 'lat': -24.7911}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03d'}]",stations,"{'temp': 297.06, 'feels_like': 299.49, 'temp_min': 297.06, 'temp_max': 297.06, 'pressure': 1012, 'humidity': 81, 'sea_level': 1012, 'grnd_level': 903}",10000.0,"{'speed': 2.11, 'deg': 252}",{'all': 39},1610117906.0,"{'country': 'BR', 'sunrise': 1610095150, 'sunset': 1610144046}",-10800.0,3466704.0,Castro,200,,,
"{'lon': 111.9125, 'lat': 37.0244}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 263.82, 'feels_like': 257.91, 'temp_min': 263.82, 'temp_max': 263.82, 'pressure': 1036, 'humidity': 65, 'sea_level': 1036, 'grnd_level': 941}",10000.0,"{'speed': 3.65, 'deg': 257}",{'all': 0},1610118203.0,"{'country': 'CN', 'sunrise': 1610063157, 'sunset': 1610098293}",28800.0,1805833.0,Jiexiu,200,,,
"{'lon': 53.471, 'lat': 54.4815}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 263.74, 'feels_like': 257.42, 'temp_min': 263.74, 'temp_max': 263.74, 'pressure': 1026, 'humidity': 95, 'sea_level': 1026, 'grnd_level': 1009}",5207.0,"{'speed': 4.65, 'deg': 172}",{'all': 100},1610118203.0,"{'country': 'RU', 'sunrise': 1610081093, 'sunset': 1610108418}",18000.0,515879.0,Oktyabr'skiy,200,,,
"{'lon': 94.7667, 'lat': 28.1667}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 287, 'feels_like': 285.91, 'temp_min': 287, 'temp_max': 287, 'pressure': 1017, 'humidity': 67, 'sea_level': 1017, 'grnd_level': 974}",10000.0,"{'speed': 0.8300000000000001, 'deg': 346}",{'all': 0},1610118203.0,"{'country': 'IN', 'sunrise': 1610066028, 'sunset': 1610103655}",19800.0,1278969.0,Along,200,,,
"{'lon': 152.8535, 'lat': -25.2986}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 294.26, 'feels_like': 295.22, 'temp_min': 294.26, 'temp_max': 294.26, 'pressure': 1009, 'humidity': 83}",10000.0,"{'speed': 2.68, 'deg': 133, 'gust': 5.8100000000000005}",{'all': 77},1610118203.0,"{'type': 3, 'id': 2032484, 'country': 'AU', 'sunrise': 1610132818, 'sunset': 1610181824}",36000.0,2146219.0,Hervey Bay,200,,,
"{'lon': -179.1667, 'lat': 66.3167}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 244.48, 'feels_like': 238.85, 'temp_min': 244.48, 'temp_max': 244.48, 'pressure': 1006, 'humidity': 88, 'sea_level': 1006, 'grnd_level': 948}",10000.0,"{'speed': 2.56, 'deg': 12}",{'all': 67},1610118203.0,"{'country': 'RU', 'sunrise': 1610230287, 'sunset': 1610243770}",43200.0,4031742.0,Egvekinot,200,,,
"{'lon': -17.9182, 'lat': 28.6585}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04d'}]",stations,"{'temp': 289.27, 'feels_like': 284.21, 'temp_min': 288.71, 'temp_max': 290.15, 'pressure': 1012, 'humidity': 72}",10000.0,"{'speed': 7.72, 'deg': 30, 'gust': 14.92}",{'all': 75},1610118141.0,"{'type': 1, 'id': 2377, 'country': 'ES', 'sunrise': 1610093136, 'sunset': 1610130651}",0.0,2514651.0,Los Llanos de Aridane,200,,,
"{'lon': 26.7114, 'lat': -30.6937}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 300.54, 'feels_like': 298.47, 'temp_min': 300.54, 'temp_max': 300.54, 'pressure': 1010, 'humidity': 36, 'sea_level': 1010, 'grnd_level': 871}",10000.0,"{'speed': 3.42, 'deg': 357}",{'all': 85},1610118203.0,"{'country': 'ZA', 'sunrise': 1610075952, 'sunset': 1610126406}",7200.0,1023309.0,Aliwal North,200,,,
"{'lon': -73.414, 'lat': 41.3712}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 270.44, 'feels_like': 265.78, 'temp_min': 269.82, 'temp_max': 271.48, 'pressure': 1017, 'humidity': 69}",10000.0,"{'speed': 2.5700000000000003, 'deg': 280}",{'all': 1},1610118204.0,"{'type': 1, 'id': 3888, 'country': 'US', 'sunrise': 1610108362, 'sunset': 1610142071}",-18000.0,5282297.0,Bethel,200,,,
"{'lon': -70.9467, 'lat': -30.6919}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01d'}]",stations,"{'temp': 300.63, 'feels_like': 297.73, 'temp_min': 300.63, 'temp_max': 300.63, 'pressure': 1016, 'humidity': 33, 'sea_level': 1016, 'grnd_level': 965}",10000.0,"{'speed': 4.12, 'deg': 279}",{'all': 0},1610118204.0,"{'country': 'CL', 'sunrise': 1610099404, 'sunset': 1610149844}",-10800.0,3879429.0,Monte Patria,200,,,
"{'lon': 76.6333, 'lat': 66.0833}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 249.68, 'feels_like': 243.47, 'temp_min': 249.68, 'temp_max': 249.68, 'pressure': 1032, 'humidity': 89, 'sea_level': 1032, 'grnd_level': 1025}",10000.0,"{'speed': 3.55, 'deg': 238}",{'all': 96},1610118204.0,"{'country': 'RU', 'sunrise': 1610082489, 'sunset': 1610095900}",18000.0,1496511.0,Novy Urengoy,200,,,
"{'lon': -147.7164, 'lat': 64.8378}","[{'id': 803, 'main': 'Clouds', 'description': 'broken clouds', 'icon': '04n'}]",stations,"{'temp': 261.15, 'feels_like': 256.65, 'temp_min': 261.15, 'temp_max': 261.15, 'pressure': 993, 'humidity': 72}",10000.0,"{'speed': 1.54, 'deg': 360}",{'all': 75},1610117894.0,"{'type': 1, 'id': 7683, 'country': 'US', 'sunrise': 1610134918, 'sunset': 1610151190}",-32400.0,5861897.0,Fairbanks,200,,,
"{'lon': 170.3133, 'lat': 69.7008}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 248.87, 'feels_like': 244.4, 'temp_min': 248.87, 'temp_max': 248.87, 'pressure': 1006, 'humidity': 91, 'sea_level': 1006, 'grnd_level': 1000}",2058.0,"{'speed': 1.04, 'deg': 170}",{'all': 92},1610118149.0,"{'country': 'RU', 'sunrise': 0, 'sunset': 0}",43200.0,2122090.0,Pevek,200,,,
"{'lon': -93.218, 'lat': 45.0205}","[{'id': 701, 'main': 'Mist', 'description': 'mist', 'icon': '50d'}]",stations,"{'temp': 264.8, 'feels_like': 260.73, 'temp_min': 264.26, 'temp_max': 265.37, 'pressure': 1031, 'humidity': 93}",3219.0,"{'speed': 1.53, 'deg': 351}",{'all': 90},1610118204.0,"{'type': 1, 'id': 4900, 'country': 'US', 'sunrise': 1610113816, 'sunset': 1610146125}",-21600.0,5044290.0,Saint Anthony,200,,,
"{'lon': 136.9, 'lat': 37.4}","[{'id': 601, 'main': 'Snow', 'description': 'snow', 'icon': '13n'}]",stations,"{'temp': 271.9, 'feels_like': 264.38, 'temp_min': 271.9, 'temp_max': 271.9, 'pressure': 1010, 'humidity': 98, 'sea_level': 1010, 'grnd_level': 1010}",502.0,"{'speed': 7.6, 'deg': 351}",{'all': 100},1610118204.0,"{'country': 'JP', 'sunrise': 1610143614, 'sunset': 1610178688}",32400.0,1848976.0,Wajima,200,,,{'1h': 0.8862000000000001}
"{'lon': -68.5914, 'lat': 70.4692}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 253.15, 'feels_like': 245.51, 'temp_min': 253.15, 'temp_max': 253.15, 'pressure': 1025, 'humidity': 77}",10000.0,"{'speed': 5.66, 'deg': 120}",{'all': 40},1610118204.0,"{'type': 1, 'id': 776, 'country': 'CA', 'sunrise': 0, 'sunset': 0}",-18000.0,5924351.0,Clyde River,200,,,
"{'lon': 147.2712, 'lat': -2.0226}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 301, 'feels_like': 304.25, 'temp_min': 301, 'temp_max': 301, 'pressure': 1006, 'humidity': 77, 'sea_level': 1006, 'grnd_level': 1006}",10000.0,"{'speed': 3.2, 'deg': 79}",{'all': 100},1610118204.0,"{'country': 'PG', 'sunrise': 1610136649, 'sunset': 1610180674}",36000.0,2092164.0,Lorengau,200,,,
"{'lon': -17.1, 'lat': 32.6667}","[{'id': 500, 'main': 'Rain', 'description': 'light rain', 'icon': '10d'}]",stations,"{'temp': 283.48, 'feels_like': 281.6, 'temp_min': 279.82, 'temp_max': 286.48, 'pressure': 1011, 'humidity': 74}",10000.0,"{'speed': 1.34, 'deg': 262, 'gust': 2.68}",{'all': 35},1610118153.0,"{'type': 3, 'id': 2008291, 'country': 'PT', 'sunrise': 1610093474, 'sunset': 1610129920}",0.0,2264557.0,Ponta do Sol,200,{'1h': 0.16},,
"{'lon': 114.6, 'lat': -28.7667}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 299.15, 'feels_like': 299.82, 'temp_min': 299.15, 'temp_max': 299.15, 'pressure': 1011, 'humidity': 65}",10000.0,"{'speed': 3.6, 'deg': 250}",{'all': 97},1610118205.0,"{'type': 1, 'id': 9522, 'country': 'AU', 'sunrise': 1610055111, 'sunset': 1610105048}",28800.0,2070998.0,Geraldton,200,,,
"{'lon': 30.7861, 'lat': 59.7035}","[{'id': 802, 'main': 'Clouds', 'description': 'scattered clouds', 'icon': '03n'}]",stations,"{'temp': 266.34, 'feels_like': 260.42, 'temp_min': 264.26, 'temp_max': 267.59, 'pressure': 1019, 'humidity': 73}",10000.0,"{'speed': 4, 'deg': 70}",{'all': 40},1610118149.0,"{'type': 1, 'id': 8926, 'country': 'RU', 'sunrise': 1610088665, 'sunset': 1610111737}",10800.0,546105.0,Nikolskoye,200,,,
"{'lon': 79.5667, 'lat': 30.5667}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 279.15, 'feels_like': 275.22, 'temp_min': 279.15, 'temp_max': 279.15, 'pressure': 1023, 'humidity': 42, 'sea_level': 1023, 'grnd_level': 833}",10000.0,"{'speed': 1.75, 'deg': 25}",{'all': 13},1610118205.0,"{'country': 'IN', 'sunrise': 1610069988, 'sunset': 1610106993}",19800.0,1268814.0,Joshīmath,200,,,
"{'lon': -103.3344, 'lat': 34.1862}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04d'}]",stations,"{'temp': 270.86, 'feels_like': 266.76, 'temp_min': 270.15, 'temp_max': 272.04, 'pressure': 1027, 'humidity': 100}",10000.0,"{'speed': 2.5700000000000003, 'deg': 90}",{'all': 90},1610118205.0,"{'type': 1, 'id': 3725, 'country': 'US', 'sunrise': 1610114386, 'sunset': 1610150412}",-25200.0,5484874.0,Portales,200,,,
"{'lon': 133.5136, 'lat': 45.0917}","[{'id': 804, 'main': 'Clouds', 'description': 'overcast clouds', 'icon': '04n'}]",stations,"{'temp': 246.62, 'feels_like': 241.95, 'temp_min': 246.62, 'temp_max': 246.62, 'pressure': 1019, 'humidity': 89, 'sea_level': 1019, 'grnd_level': 1006}",4301.0,"{'speed': 1.25, 'deg': 241}",{'all': 99},1610118205.0,"{'country': 'RU', 'sunrise': 1610145809, 'sunset': 1610178119}",36000.0,2022064.0,Kirovskiy,200,,,
"{'lon': -156.7887, 'lat': 71.2906}","[{'id': 600, 'main': 'Snow', 'description': 'light snow', 'icon': '13n'}]",stations,"{'temp': 252.15, 'feels_like': 247, 'temp_min': 252.15, 'temp_max': 252.15, 'pressure': 1002, 'humidity': 77}",10000.0,"{'speed': 2.06, 'deg': 120}",{'all': 90},1610118138.0,"{'type': 1, 'id': 7649, 'country': 'US', 'sunrise': 0, 'sunset': 0}",-32400.0,5880054.0,Barrow,200,,,{'3h': 0.25}
"{'lon': 140.7667, 'lat': -37.8333}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 285.15, 'feels_like': 283.69, 'temp_min': 285.15, 'temp_max': 285.15, 'pressure': 1022, 'humidity': 94}",10000.0,"{'speed': 2.5700000000000003, 'deg': 160}",{'all': 0},1610118205.0,"{'type': 1, 'id': 9560, 'country': 'AU', 'sunrise': 1610133917, 'sunset': 1610186529}",37800.0,2156643.0,Mount Gambier,200,,,
"{'lon': 54.0924, 'lat': 17.0151}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 297.15, 'feels_like': 296.91, 'temp_min': 297.15, 'temp_max': 297.15, 'pressure': 1015, 'humidity': 53}",10000.0,"{'speed': 2.06, 'deg': 110}",{'all': 20},1610118205.0,"{'type': 1, 'id': 7562, 'country': 'OM', 'sunrise': 1610074504, 'sunset': 1610114708}",14400.0,286621.0,Salalah,200,,,
"{'lon': 139.2667, 'lat': -35.1167}","[{'id': 800, 'main': 'Clear', 'description': 'clear sky', 'icon': '01n'}]",stations,"{'temp': 290.23, 'feels_like': 290.16, 'temp_min': 288.71, 'temp_max': 292.59, 'pressure': 1019, 'humidity': 71}",10000.0,"{'speed': 0.89, 'deg': 266, 'gust': 3.13}",{'all': 0},1610118131.0,"{'type': 3, 'id': 2005401, 'country': 'AU', 'sunrise': 1610134720, 'sunset': 1610186446}",37800.0,2065176.0,Murray Bridge,200,,,
"{'lon': -149.15, 'lat': -17.7333}","[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02n'}]",stations,"{'temp': 297.09, 'feels_like': 300.49, 'temp_min': 297.04, 'temp_max': 297.15, 'pressure': 1011, 'humidity': 83}",10000.0,"{'speed': 1.03, 'deg': 180}",{'all': 20},1610118099.0,"{'type': 1, 'id': 7318, 'country': 'PF', 'sunrise': 1610119775, 'sunset': 1610167022}",-36000.0,4033557.0,Tautira,200,,,
